OG0007653	Breviolum34574	K08798
OG0005536	Breviolum9514	K01867
OG0000045	Breviolum53417	K02364
OG0005127	Breviolum240998	K03113
OG0000127	Breviolum50574	K10380
OG0001015	Breviolum56874	K01892
OG0000789	Breviolum269896	K03676
OG0006593	Breviolum71164	K07375
OG0004796	Breviolum72546	K09528
OG0002073	Breviolum23121	K06627
OG0003226	Breviolum33147	K17550
OG0002157	Breviolum343394	K23029
OG0001342	Breviolum278931	K06184
OG0001414	Breviolum22801	K12623
OG0003795	Breviolum275065	K00557
OG0003770	Breviolum307611	K00762
OG0003853	Breviolum314052	K09578
OG0000022	Breviolum404337	K01802
OG0005871	Breviolum42222	K02879
OG0005401	Breviolum303295	K11412
OG0005415	Breviolum33980	K01365
OG0004071	Breviolum307546	K08582
OG0001993	Breviolum17888	K15889
OG0002146	Breviolum39977	K01783
OG0000302	Breviolum202482	K02575
OG0000333	Breviolum78481	K01624
OG0006411	Breviolum303338	K10407
OG0001636	Breviolum33727	K17710
OG0002725	Breviolum95186	K01381
OG0005041	Breviolum274321	K20242
OG0002239	Breviolum69376	K21437
OG0000128	Breviolum9380	K08585
OG0001950	Breviolum390489	K02634
OG0002021	Breviolum49371	K02212
OG0002835	Breviolum172243	K07513
OG0000794	Breviolum19785	K10585
OG0002230	Breviolum42573	K23256
OG0000094	Breviolum42144	K03234
OG0001170	Breviolum264701	K07560
OG0001357	Breviolum85438	K12132
OG0006896	Breviolum178018	K02168
OG0004569	Breviolum46945	K13704
OG0000017	Breviolum177841	K04955
OG0001970	Breviolum82792	K00861
OG0005820	Breviolum389134	K02717
OG0000192	Breviolum293436	K24764
OG0001042	Breviolum22622	K00958
OG0005548	Breviolum19910	K17508
OG0004129	Breviolum173230	K08869
OG0006257	Breviolum89581	K04464
OG0006285	Breviolum62014	K00699
OG0004578	Breviolum32169	K13248
OG0004464	Breviolum94723	K08794
OG0000525	Breviolum235622	K23900
OG0000523	Breviolum228134	K06188
OG0002918	Breviolum18957	K08994
OG0003359	Breviolum49546	K07432
OG0004724	Breviolum50163	K08738
OG0003816	Breviolum395904	K14963
OG0000132	Breviolum266209	K01673
OG0005434	Breviolum27601	K24542
OG0000182	Breviolum27642	K07376
OG0007331	Breviolum232632	K05665
OG0004251	Breviolum226052	K21969
OG0001521	Breviolum92352	K01510
OG0006979	Breviolum70473	K08869
OG0000022	Breviolum201501	K01802
OG0000822	Breviolum237348	K09580
OG0004599	Breviolum82524	K11975
OG0006993	Breviolum41502	K03349
OG0005050	Breviolum88974	K22684
OG0000025	Breviolum261207	K07937
OG0001422	Breviolum284243	K12259
OG0001787	Breviolum40154	K24512
OG0003912	Breviolum6295	K03686
OG0007063	Breviolum345794	K06711
OG0000792	Breviolum62016	K06180
OG0000018	Breviolum54427	K01802
OG0002468	Breviolum69313	K08292
OG0000128	Breviolum34579	K08582
OG0000153	Breviolum273502	K00927
OG0002315	Breviolum59645	K23999
OG0006552	Breviolum78261	K00231
OG0002242	Breviolum57117	K20184
OG0007505	Breviolum270728	K06875
OG0007365	Breviolum74181	K01276
OG0001653	Breviolum244632	K00545
OG0001090	Breviolum81050	K10614
OG0006085	Breviolum74778	K15276
OG0005078	Breviolum164223	K15015
OG0000612	Breviolum336308	K02912
OG0003969	Breviolum19461	K20726
OG0002049	Breviolum99596	K19360
OG0006873	Breviolum59823	K22939
OG0007394	Breviolum166696	K10380
OG0007131	Breviolum54061	K12400
OG0001333	Breviolum50026	K08734
OG0006311	Breviolum233142	K22763
OG0000013	Breviolum98600	K10325
OG0000861	Breviolum39889	K03152
OG0000445	Breviolum176771	K07375
OG0006107	Breviolum82722	K10949
OG0000012	Breviolum73085	K03283
OG0000572	Breviolum90171	K00264
OG0006200	Breviolum99365	K18740
OG0007212	Breviolum53234	K00006
OG0005223	Breviolum62463	K07198
OG0003286	Breviolum81536	K15335
OG0003047	Breviolum27973	K12655
OG0006910	Breviolum50654	K10380
OG0003198	Breviolum209914	K12180
OG0006930	Breviolum22802	K17586
OG0000006	Breviolum228933	K12442
OG0001475	Breviolum316199	K02943
OG0007181	Breviolum82750	K03321
OG0005861	Breviolum365392	K03017
OG0006341	Breviolum17165	K09553
OG0005203	Breviolum93193	K13184
OG0007074	Breviolum40764	K00898
OG0001039	Breviolum237200	K13091
OG0000911	Breviolum33556	K11136
OG0003401	Breviolum264323	K06947
OG0007404	Breviolum273600	K17498
OG0005522	Breviolum304078	K11594
OG0000858	Breviolum69915	K22182
OG0001839	Breviolum206103	K00558
OG0000148	Breviolum310510	K01380
OG0003553	Breviolum351226	K02728
OG0005888	Breviolum25311	K11996
OG0000506	Breviolum98177	K12625
OG0006508	Breviolum388960	K03841
OG0001611	Breviolum31743	K19269
OG0001786	Breviolum50598	K09020
OG0005760	Breviolum93203	K00215
OG0007134	Breviolum8706	K09580
OG0007740	Breviolum233608	K03426
OG0000145	Breviolum92806	K01076
OG0004486	Breviolum279031	K19932
OG0001379	Breviolum231193	K02156
OG0002251	Breviolum94985	K00810
OG0003683	Breviolum93279	K20889
OG0001025	Breviolum78454	K01768
OG0001902	Breviolum51068	K23541
OG0004188	Breviolum32137	K15382
OG0000078	Breviolum266975	K24133
OG0001981	Breviolum6504	K13412
OG0000932	Breviolum48681	K01135
OG0003593	Breviolum59853	K04515
OG0000676	Breviolum179701	K02999
OG0000266	Breviolum364775	K01201
OG0000461	Breviolum265476	K10799
OG0002966	Breviolum40385	K00901
OG0005716	Breviolum70687	K15584
OG0004955	Breviolum68170	K10485
OG0000497	Breviolum17293	K00029
OG0006833	Breviolum266585	K08582
OG0004036	Breviolum70816	K00615
OG0003339	Breviolum62110	K04905
OG0000610	Breviolum70700	K12567
OG0002853	Breviolum49536	K01177
OG0000164	Breviolum57218	K20028
OG0004743	Breviolum384355	K02293
OG0003794	Breviolum69956	K22074
OG0000569	Breviolum348939	K00476
OG0006529	Breviolum58828	K15631
OG0000286	Breviolum6667	K02953
OG0001244	Breviolum68677	K20526
OG0000005	Breviolum57259	K10392
OG0002559	Breviolum75370	K00898
OG0001156	Breviolum33177	K01176
OG0002314	Breviolum58105	K18763
OG0004669	Breviolum225934	K15109
OG0003625	Breviolum71146	K18055
OG0004777	Breviolum7046	K12348
OG0000809	Breviolum393374	K02917
OG0001909	Breviolum93021	K16458
OG0004873	Breviolum99740	K01363
OG0000807	Breviolum70629	K04461
OG0001131	Breviolum192291	K10592
OG0002086	Breviolum182588	K00362
OG0000976	Breviolum6812	K15335
OG0006381	Breviolum165325	K09502
OG0006002	Breviolum27147	K15275
OG0001205	Breviolum82244	K12892
OG0005113	Breviolum42082	K03247
OG0001860	Breviolum97009	K00948
OG0005464	Breviolum36168	K06974
OG0000012	Breviolum194561	K04043
OG0000919	Breviolum50195	K00545
OG0003185	Breviolum47298	K00939
OG0006255	Breviolum179283	K04459
OG0003062	Breviolum58511	K07198
OG0000605	Breviolum209448	K02969
OG0001186	Breviolum3262	K26163
OG0007736	Breviolum209475	K00287
OG0004210	Breviolum57138	K13412
OG0006232	Breviolum31473	K04905
OG0004078	Breviolum68533	K02493
OG0000237	Breviolum82436	K06070
OG0000856	Breviolum84742	K08794
OG0000675	Breviolum238780	K20242
OG0001449	Breviolum241412	K15210
OG0003667	Breviolum58594	K08917
OG0006701	Breviolum48572	K13412
OG0000005	Breviolum168386	K10392
OG0005275	Breviolum93581	K17535
OG0000316	Breviolum9137	K00088
OG0000252	Breviolum4594	K18059
OG0007240	Breviolum18579	K10614
OG0006414	Breviolum99005	K23845
OG0000766	Breviolum90572	K07877
OG0002644	Breviolum191698	K03782
OG0004741	Breviolum164687	K02183
OG0004006	Breviolum347306	K16816
OG0003442	Breviolum58789	K07074
OG0004067	Breviolum75049	K11824
OG0001342	Breviolum59822	K06158
OG0000329	Breviolum70929	K19760
OG0005976	Breviolum33776	K00521
OG0002561	Breviolum202927	K17821
OG0000186	Breviolum387267	K24635
OG0001803	Breviolum311597	K05610
OG0007054	Breviolum322480	K00799
OG0006181	Breviolum410282	K13107
OG0000310	Breviolum308508	K02957
OG0000063	Breviolum305965	K00545
OG0005338	Breviolum62488	K22614
OG0004548	Breviolum46174	K01693
OG0002086	Breviolum251179	K00362
OG0006811	Breviolum96121	K03130
OG0004721	Breviolum69863	K24509
OG0002898	Breviolum82625	K01178
OG0006884	Breviolum227659	K07934
OG0000012	Breviolum343036	K03283
OG0007248	Breviolum70028	K17428
OG0000855	Breviolum266072	K10380
OG0007066	Breviolum1887	K09586
OG0000425	Breviolum6224	K10901
OG0003017	Breviolum70162	K19573
OG0002508	Breviolum18117	K09504
OG0006455	Breviolum388275	K02183
OG0002433	Breviolum384585	K10752
OG0000855	Breviolum273373	K26126
OG0002068	Breviolum269933	K03675
OG0001165	Breviolum81989	K21440
OG0002391	Breviolum97733	K15441
OG0004855	Breviolum32427	K05864
OG0004891	Breviolum229606	K05275
OG0005309	Breviolum19878	K01192
OG0007608	Breviolum62383	K09495
OG0004027	Breviolum266385	K23257
OG0000282	Breviolum305614	K09568
OG0002830	Breviolum57607	K13412
OG0003423	Breviolum303045	K23093
OG0000558	Breviolum186411	K13026
OG0002280	Breviolum93063	K10799
OG0002391	Breviolum305739	K15442
OG0006405	Breviolum88943	K05389
OG0000852	Breviolum31966	K25895
OG0001148	Breviolum59231	K07466
OG0007476	Breviolum385864	K10355
OG0000612	Breviolum97936	K02912
OG0002227	Breviolum226863	K12319
OG0007703	Breviolum62287	K05309
OG0004441	Breviolum81649	K24790
OG0000212	Breviolum39816	K00706
OG0001931	Breviolum179272	K05535
OG0000520	Breviolum91367	K22390
OG0000817	Breviolum304924	K02865
OG0002295	Breviolum227973	K03327
OG0004280	Breviolum173280	K05643
OG0005994	Breviolum42577	K10203
OG0003820	Breviolum265485	K05275
OG0000370	Breviolum349953	K07937
OG0000178	Breviolum210891	K02984
OG0006097	Breviolum34308	K17616
OG0001231	Breviolum266103	K13600
OG0005631	Breviolum228403	K03424
OG0000502	Breviolum268622	K17681
OG0000581	Breviolum98316	K11161
OG0000067	Breviolum390335	K01365
OG0003157	Breviolum92442	K01240
OG0000354	Breviolum74289	K19704
OG0006380	Breviolum63750	K00545
OG0005392	Breviolum311030	K10390
OG0002371	Breviolum3304	K01367
OG0000084	Breviolum289555	K03257
OG0004713	Breviolum206843	K10277
OG0001131	Breviolum165028	K10592
OG0005165	Breviolum173625	K19026
OG0001305	Breviolum8845	K10398
OG0006514	Breviolum302987	K12829
OG0002741	Breviolum27621	K10408
OG0000320	Breviolum6457	K13126
OG0000413	Breviolum345803	K15377
OG0006553	Breviolum385800	K17710
OG0005586	Breviolum265139	K01057
OG0005271	Breviolum174849	K03869
OG0004507	Breviolum226813	K15986
OG0001911	Breviolum5945	K20989
OG0000004	Breviolum31343	K13412
OG0002715	Breviolum90894	K01008
OG0007368	Breviolum32085	K04638
OG0002630	Breviolum5216	K24936
OG0002779	Breviolum303960	K17630
OG0003925	Breviolum26565	K11156
OG0002363	Breviolum365751	K00699
OG0006488	Breviolum89925	K17943
OG0002680	Breviolum31872	K00639
OG0001512	Breviolum68309	K22763
OG0002257	Breviolum186120	K13210
OG0006188	Breviolum385645	K01082
OG0003845	Breviolum86373	K05791
OG0000102	Breviolum305399	K00645
OG0000084	Breviolum177964	K04373
OG0001052	Breviolum180225	K04097
OG0006429	Breviolum59909	K17952
OG0004258	Breviolum58961	K10703
OG0000246	Breviolum230004	K03259
OG0002067	Breviolum364816	K12399
OG0007719	Breviolum50985	K24750
OG0004169	Breviolum55244	K08137
OG0001501	Breviolum385264	K00031
OG0000134	Breviolum174841	K12323
OG0001617	Breviolum344799	K24984
OG0005349	Breviolum279897	K17803
OG0000837	Breviolum267856	K00831
OG0007515	Breviolum56868	K11130
OG0003486	Breviolum242016	K07517
OG0000014	Breviolum268327	K06269
OG0001738	Breviolum273141	K10408
OG0000012	Breviolum377428	K04043
OG0005492	Breviolum40033	K01908
OG0000835	Breviolum92533	K07376
OG0002767	Breviolum93159	K02836
OG0003206	Breviolum269164	K14379
OG0004941	Breviolum229087	K08794
OG0000012	Breviolum338481	K04043
OG0004842	Breviolum59271	K18598
OG0000878	Breviolum95371	K01939
OG0001835	Breviolum36340	K01194
OG0007542	Breviolum311095	K11252
OG0007016	Breviolum62756	K01173
OG0005997	Breviolum67847	K08827
OG0007211	Breviolum86533	K24495
OG0005620	Breviolum345565	K00232
OG0001757	Breviolum177122	K08624
OG0004651	Breviolum97039	K12847
OG0000417	Breviolum197111	K07374
OG0002055	Breviolum70077	K21862
OG0007389	Breviolum62130	K17808
OG0005560	Breviolum38518	K10410
OG0005119	Breviolum71090	K11848
OG0006036	Breviolum95011	K03979
OG0001378	Breviolum385419	K20166
OG0004591	Breviolum225702	K01647
OG0007089	Breviolum206850	K03217
OG0005126	Breviolum206535	K20466
OG0000402	Breviolum216125	K03102
OG0000066	Breviolum313104	K17499
OG0007435	Breviolum165048	K10380
OG0003798	Breviolum346653	K11518
OG0005246	Breviolum95825	K01076
OG0002541	Breviolum58831	K04892
OG0007503	Breviolum38848	K04874
OG0005870	Breviolum49500	K03260
OG0006150	Breviolum268848	K11755
OG0006486	Breviolum74097	K02148
OG0000668	Breviolum92820	K05389
OG0001634	Breviolum42428	K00797
OG0007015	Breviolum165113	K25378
OG0004371	Breviolum305819	K03145
OG0000022	Breviolum73115	K01802
OG0006825	Breviolum69307	K24997
OG0000209	Breviolum309185	K14440
OG0005989	Breviolum98401	K08596
OG0003790	Breviolum345302	K02051
OG0000260	Breviolum69695	K11416
OG0002981	Breviolum344521	K00876
OG0006264	Breviolum343880	K13126
OG0003203	Breviolum165306	K03854
OG0004041	Breviolum304218	K15377
OG0000012	Breviolum356049	K03283
OG0002406	Breviolum9022	K14376
OG0003681	Breviolum387164	K16455
OG0000163	Breviolum81453	K02364
OG0000612	Breviolum72942	K02912
OG0003260	Breviolum21491	K05540
OG0003287	Breviolum7365	K02471
OG0005372	Breviolum78519	K04886
OG0002651	Breviolum283349	K09592
OG0003429	Breviolum50784	K14724
OG0007630	Breviolum230835	K02636
OG0000170	Breviolum69386	K03438
OG0000777	Breviolum32728	K20028
OG0000055	Breviolum303538	K22372
OG0001261	Breviolum304695	K08907
OG0001984	Breviolum167093	K03686
OG0002591	Breviolum28182	K22544
OG0002840	Breviolum59662	K14165
OG0001985	Breviolum45878	K12430
OG0001022	Breviolum209074	K10260
OG0001835	Breviolum74986	K01194
OG0001031	Breviolum226521	K00058
OG0006425	Breviolum303096	K06901
OG0000787	Breviolum67600	K25554
OG0007669	Breviolum34712	K07114
OG0000012	Breviolum245240	K04043
OG0007411	Breviolum228909	K12042
OG0003983	Breviolum26993	K17839
OG0001788	Breviolum307718	K14026
OG0002155	Breviolum8628	K25442
OG0000140	Breviolum171939	K10380
OG0007572	Breviolum390361	K03143
OG0000729	Breviolum359842	K01006
OG0005594	Breviolum32575	K03929
OG0004846	Breviolum95727	K04908
OG0005814	Breviolum347184	K08582
OG0005383	Breviolum383729	K10380
OG0000286	Breviolum269810	K02953
OG0002958	Breviolum207730	K02183
OG0007557	Breviolum267519	K03686
OG0000014	Breviolum49743	K06269
OG0001895	Breviolum387913	K15255
OG0000217	Breviolum74822	K24683
OG0004580	Breviolum207038	K25079
OG0000593	Breviolum240049	K02971
OG0001868	Breviolum57823	K14963
OG0006470	Breviolum58040	K00326
OG0002994	Breviolum92126	K00432
OG0004268	Breviolum205894	K08339
OG0000461	Breviolum318319	K10799
OG0000298	Breviolum232533	K16197
OG0005221	Breviolum30808	K09567
OG0004793	Breviolum68482	K12843
OG0006453	Breviolum206703	K03457
OG0001662	Breviolum92228	K20151
OG0002798	Breviolum51305	K04954
OG0000793	Breviolum69080	K15402
OG0001296	Breviolum38113	K02427
OG0006412	Breviolum233043	K07305
OG0004104	Breviolum95341	K08175
OG0000296	Breviolum6355	K12132
OG0000112	Breviolum78636	K02183
OG0000017	Breviolum167434	K04910
OG0001250	Breviolum96920	K15889
OG0001135	Breviolum176762	K05312
OG0001596	Breviolum62370	K00645
OG0007213	Breviolum168292	K14326
OG0000273	Breviolum74113	K20028
OG0000248	Breviolum179223	K07300
OG0000709	Breviolum48817	K01050
OG0001133	Breviolum292707	K10418
OG0007538	Breviolum346904	K10300
OG0007145	Breviolum229025	K00022
OG0001179	Breviolum230078	K01885
OG0001728	Breviolum95036	K03106
OG0002443	Breviolum25866	K12823
OG0006955	Breviolum48302	K10380
OG0002013	Breviolum51053	K08176
OG0005285	Breviolum74204	K13238
OG0007241	Breviolum232101	K25792
OG0000008	Breviolum81764	K03686
OG0004660	Breviolum34898	K03025
OG0005849	Breviolum311902	K01081
OG0000153	Breviolum236577	K00927
OG0001065	Breviolum351936	K08585
OG0007644	Breviolum48850	K14440
OG0005612	Breviolum190799	K14787
OG0004696	Breviolum84555	K00846
OG0001759	Breviolum202945	K16462
OG0005015	Breviolum81542	K19680
OG0000195	Breviolum51015	K17535
OG0000243	Breviolum345355	K00472
OG0005886	Breviolum97873	K13448
OG0006807	Breviolum23335	K05956
OG0001440	Breviolum236261	K12837
OG0000323	Breviolum43463	K12599
OG0001625	Breviolum195136	K13412
OG0000394	Breviolum68415	K14381
OG0000012	Breviolum183035	K09490
OG0002932	Breviolum50337	K12581
OG0000160	Breviolum72446	K10635
OG0007413	Breviolum19260	K01836
OG0000151	Breviolum99750	K13207
OG0003050	Breviolum183573	K03235
OG0001319	Breviolum352553	K13412
OG0007553	Breviolum310231	K03362
OG0003190	Breviolum25506	K08498
OG0000871	Breviolum51049	K17584
OG0005731	Breviolum82482	K00908
OG0001167	Breviolum330871	K02951
OG0003732	Breviolum82324	K13577
OG0007314	Breviolum304825	K10418
OG0002800	Breviolum51194	K14411
OG0006628	Breviolum25700	K00940
OG0002326	Breviolum265421	K09553
OG0005715	Breviolum274964	K12840
OG0001500	Breviolum347659	K00963
OG0000732	Breviolum47428	K00939
OG0000868	Breviolum346973	K06911
OG0006850	Breviolum211336	K03686
OG0002655	Breviolum56162	K25058
OG0003659	Breviolum96132	K14207
OG0002396	Breviolum84044	K01952
OG0003563	Breviolum18013	K02863
OG0003223	Breviolum266758	K04794
OG0007576	Breviolum99568	K11717
OG0001588	Breviolum8709	K16219
OG0006277	Breviolum62511	K04954
OG0004297	Breviolum391166	K03009
OG0001288	Breviolum191721	K08794
OG0005628	Breviolum266175	K01202
OG0004332	Breviolum63988	K14830
OG0000858	Breviolum415485	K22182
OG0005896	Breviolum23178	K01276
OG0004197	Breviolum82160	K15666
OG0000003	Breviolum211392	K10380
OG0000639	Breviolum19782	K17725
OG0004328	Breviolum59929	K03424
OG0003752	Breviolum89811	K21971
OG0002348	Breviolum59989	K02183
OG0005749	Breviolum226658	K10598
OG0006351	Breviolum33774	K00130
OG0000039	Breviolum36721	K08819
OG0000809	Breviolum305733	K02917
OG0002191	Breviolum238832	K12403
OG0006293	Breviolum71176	K00558
OG0000279	Breviolum69936	K11407
OG0006937	Breviolum75087	K05708
OG0006770	Breviolum357624	K10380
OG0004415	Breviolum62732	K03260
OG0000881	Breviolum82353	K14079
OG0000139	Breviolum343251	K00710
OG0000328	Breviolum72554	K02155
OG0000055	Breviolum62490	K10615
OG0004085	Breviolum74603	K05956
OG0003222	Breviolum40434	K07404
OG0003619	Breviolum310772	K09537
OG0000878	Breviolum275360	K01939
OG0006565	Breviolum7787	K12871
OG0000422	Breviolum226481	K11434
OG0006771	Breviolum267773	K00130
OG0003677	Breviolum58606	K20308
OG0001237	Breviolum232228	K11855
OG0003558	Breviolum7249	K02835
OG0000325	Breviolum181535	K08139
OG0000022	Breviolum69373	K12736
OG0002334	Breviolum1822	K16185
OG0006428	Breviolum50702	K08193
OG0004281	Breviolum347281	K03654
OG0000885	Breviolum94029	K12573
OG0006222	Breviolum47414	K03236
OG0000389	Breviolum384686	K10960
OG0005996	Breviolum177472	K05592
OG0003204	Breviolum31768	K19870
OG0001529	Breviolum196321	K02523
OG0007323	Breviolum303035	K01202
OG0004628	Breviolum208454	K01834
OG0000013	Breviolum75524	K10325
OG0000566	Breviolum307685	K02915
OG0000046	Breviolum28748	K10380
OG0002820	Breviolum91673	K00147
OG0005211	Breviolum45479	K01770
OG0000094	Breviolum307210	K06207
OG0006656	Breviolum396542	K19681
OG0006522	Breviolum52341	K03686
OG0006035	Breviolum69799	K12816
OG0000353	Breviolum62062	K02183
OG0000849	Breviolum74187	K00434
OG0003192	Breviolum58440	K00760
OG0007144	Breviolum390510	K02895
OG0004933	Breviolum346638	K07374
OG0004697	Breviolum32685	K09529
OG0001900	Breviolum78334	K11592
OG0002654	Breviolum62735	K02516
OG0002006	Breviolum61967	K03470
OG0000384	Breviolum304161	K06258
OG0000657	Breviolum95750	K10260
OG0001116	Breviolum22835	K01210
OG0004076	Breviolum78506	K17623
OG0000142	Breviolum388459	K15377
OG0002734	Breviolum7632	K03686
OG0005765	Breviolum92664	K06677
OG0005128	Breviolum8926	K13197
OG0001041	Breviolum33193	K06941
OG0005591	Breviolum87633	K09578
OG0001871	Breviolum265728	K20889
OG0002904	Breviolum82128	K01749
OG0001173	Breviolum208597	K15045
OG0006987	Breviolum62985	K17278
OG0004864	Breviolum211757	K20471
OG0000586	Breviolum20069	K03978
OG0001827	Breviolum307510	K13444
OG0001879	Breviolum74693	K10380
OG0006824	Breviolum48748	K03014
OG0005721	Breviolum82183	K06210
OG0001062	Breviolum57284	K08798
OG0005543	Breviolum314082	K12188
OG0001381	Breviolum410416	K04461
OG0002865	Breviolum302972	K23029
OG0002142	Breviolum86333	K25442
OG0000307	Breviolum386177	K00249
OG0007293	Breviolum63797	K01076
OG0005807	Breviolum82575	K10380
OG0001642	Breviolum70628	K00703
OG0004533	Breviolum48906	K03362
OG0006297	Breviolum81634	K09511
OG0005645	Breviolum359490	K02732
OG0005359	Breviolum28765	K23257
OG0005100	Breviolum36983	K13448
OG0003172	Breviolum205799	K01725
OG0000682	Breviolum306175	K15042
OG0006303	Breviolum387264	K13109
OG0004710	Breviolum92999	K07126
OG0002782	Breviolum227450	K24687
